Order to Dispatch Status Report - TAPARIA IMPEX PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days Left,Image,Sales Order No,Design No,DivisionName,Party Name,Order Date,Design MRP,SO Qty,Lot Qty,Dispatch Qty,Dispatch%,SO Open?,Prod Active?,Order Value,Sale Value,Order Created By,Expected DDemoivery Date,# of Lots,# of Articles,PO Days Diff,Is FabricPORaised,Is TrimsPORaised,Fabric PO Days Diff,Trims PO Days Diff,Last Dispatch Date,Pending Qty,Ready Stock,Assorted Qty,Rejected Qty,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,Consumption,Accesories,Accesories_Thread,Consumables,Knits -Fabric,Packing Material,Printing Chemical,Woven-Fabric,CUTTING_OutQty,CUTTING_InQty,CUTTING_OutDate,CUTTING_InDate,CUTTING_JWCost,CUTTING_JWName,Pending CUTTING,#Days CUTTING,PRINTING_OutQty,PRINTING_InQty,PRINTING_OutDate,PRINTING_InDate,PRINTING_JWCost,PRINTING_JWName,Pending PRINTING,#Days PRINTING,EMBRODIERY_OutQty,EMBRODIERY_InQty,EMBRODIERY_OutDate,EMBRODIERY_InDate,EMBRODIERY_JWCost,EMBRODIERY_JWName,Pending EMBRODIERY,#Days EMBRODIERY,STITCHING_OutQty,STITCHING_InQty,STITCHING_OutDate,STITCHING_InDate,STITCHING_JWCost,STITCHING_JWName,Pending STITCHING,#Days STITCHING,STITCH_TO_PACK_OutQty,STITCH_TO_PACK_InQty,STITCH_TO_PACK_OutDate,STITCH_TO_PACK_InDate,STITCH_TO_PACK_JWCost,STITCH_TO_PACK_JWName,Pending STITCH_TO_PACK,#Days STITCH_TO_PACK,WASHING_OutQty,WASHING_InQty,WASHING_OutDate,WASHING_InDate,WASHING_JWCost,WASHING_JWName,Pending WASHING,#Days WASHING,IRON_TO_FINISHING_OutQty,IRON_TO_FINISHING_InQty,IRON_TO_FINISHING_OutDate,IRON_TO_FINISHING_InDate,IRON_TO_FINISHING_JWCost,IRON_TO_FINISHING_JWName,Pending IRON_TO_FINISHING,#Days IRON_TO_FINISHING,PACKING_Finishing_OutQty,PACKING_Finishing_InQty,PACKING_Finishing_OutDate,PACKING_Finishing_InDate,PACKING_Finishing_JWCost,PACKING_Finishing_JWName,Pending PACKING_Finishing,#Days PACKING_Finishing,Fabric Days,Trims Days,Total Days,Ideal Days,IDemoe Days,RM Cost,JW Cost,Total Cost,Cost Per Pcs,Cost / CostSheet,GP,Cut To Ship
-38,,04306/25-26,Demo-JB-UP-HS-3354-0126,Knits - Kids,Opee,20/01/26,270.00,3600,3600,0,0,Yes,True,252000.00,,MALOTI RIKIASON,28/02/26,1,1,-4,Yes,Yes,-4,-4,,3600,0,0,0,3,,,,,,,0.107,2536,,,201324.7,,,,3600.00,3680.00,06/02/2026,10/02/2026,3680.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,4,3680.00,3680.00,19/02/2026,10/03/2026,12880.00,TANUSHREE DAS,0,19,-,-,-,-,-,-,0,0,3680.00,1.00,21/02/2026,06/04/2026,12.00,TAPARIA BLOCK 24 (L SUBRATA),3679,44,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,29,45,59,67,-8,203860.70,16572.00,220432.70,54.19,86.40,-220432.70,0
13,,04309/25-26,Demo-JB-LP-HP-3358-0126,Knits - Kids,market lmtd,20/01/26,179.00,2500,2500,0,0,Yes,True,270000.00,,Ananya Sen,20/04/26,1,1,14,Yes,Yes,14,14,,2500,0,0,0,42,,,,,,,0.097,23035,,,106880,3995,,,2500.00,2520.00,20/03/2026,06/04/2026,2520.00,PRP ENTERPRISE,0,17,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,2520.00,0.00,27/03/2026,-,-,PRP ENTERPRISE,2520,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,57,55,17,29,-12,133910.00,2520.00,136430.00,49.80,73.89,-136430.00,0
-36,,04313/25-26,Demo-MU-KN-CA-TS-SL-SF-0094-0126,Knits - Men,Style fashion,21/01/26,199.00,3600,3600,3516,97.7,Yes,False,428400.00,418404.00,Saikat Kr Das,02/03/26,1,1,1,Yes,Yes,1,6,04/04/26,84,3516,0,0,3,,,,,,,0.232,32263,8824,,308570.9,,,,3600.00,3600.00,13/03/2026,18/03/2026,3600.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,5,3600.00,3600.00,18/03/2026,02/04/2026,3600.00,LAXMI TABLE ADITI,0,15,-,-,-,-,-,-,0,0,3600.00,3521.00,20/03/2026,27/03/2026,38731.00,BLOCK 4 STICHING BAPI GAZI,79,7,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,3516.00,3516.00,02/04/2026,03/04/2026,10548.00,TIPL BLOCK 4 2ND FLOOR FINISHING ( MUNNA DA ),0,1,-,-,-,-,-,-,0,0,48,13,21,28,-7,349657.90,56479.00,406136.90,112.83,0.00,12267.10,97.7
89,,04320/25-26,Demo-MU-KN-CA-TS-SL-SF-0093-0126,Knits - Men,C2 ltd,21/01/26,250.00,4500,0,0,0,Yes,True,697500.00,,KARTIK DAS,05/07/26,0,1,3,Yes,Yes,3,3,,4500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,36,0,0,0,0.00,0.00,0.00,,0.00,0,0
59,,04316/25-26,Demo-MU-KN-CA-TS-SL-SF-0090-0126,Knits - Men,C2 ltd,21/01/26,250.00,3502,0,0,0,Yes,True,542810.00,,KARTIK DAS,05/06/26,0,1,3,Yes,Yes,3,3,,3502,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,36,0,0,0,0.00,0.00,0.00,,0.00,0,0
59,,04318/25-26,Demo-MU-KN-CA-TS-SL-SF-0091-0126,Knits - Men,C2 ltd,21/01/26,250.00,3502,0,0,0,Yes,True,542810.00,,KARTIK DAS,05/06/26,0,1,3,Yes,Yes,3,3,,3502,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,36,0,0,0,0.00,0.00,0.00,,0.00,0,0
89,,04319/25-26,Demo-MU-KN-CA-TS-SL-SF-0092-0126,Knits - Men,C2 ltd,21/01/26,250.00,4500,0,0,0,Yes,True,697500.00,,KARTIK DAS,05/07/26,0,1,3,Yes,Yes,3,3,,4500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,36,0,0,0,0.00,0.00,0.00,,0.00,0,0
85,,04351/25-26,Demo-JB-UP-HS-3435-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2509,2509,0,0,Yes,True,218283.00,,Suman Debnath,01/07/26,1,1,5,Yes,Yes,5,5,,2509,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,55,0,0,0,0.00,0.00,0.00,,58.80,0,0
24,,04400/25-26,Demo-Demo-UP-SL-3484-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1000,1000,0,0,Yes,True,170000.00,,Arpita Hazra,01/05/26,1,2,9,Yes,Yes,9,9,,1000,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,55,0,0,0,0.00,0.00,0.00,,126.30,0,0
85,,04340/25-26,Demo-Demo-UP-HS-3424-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2503,2503,0,0,Yes,True,220264.00,,Suman Debnath,01/07/26,1,1,5,Yes,Yes,5,5,,2503,0,0,0,2,,,,,,,0.135,758.5,,,116032.68,,,,2503.00,2520.00,27/03/2026,31/03/2026,2520.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,4,2520.00,0.00,31/03/2026,-,-,LAXMI MACHINE MANORANJAN,2520,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,56,55,4,12,-8,116791.18,2520.00,119311.18,47.35,62.42,-119311.18,0
116,,04323/25-26,Demo-Demo-UP-HS-3407-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,270000.00,,Suman Debnath,01/08/26,1,1,9,Yes,Yes,9,9,,1500,0,0,0,3008,,,,10,,,,12259,,,151380,580,,,1500.00,0.00,27/03/2026,-,-,KK TAILOR,1500,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,37,34,0,12,-12,164219.00,0.00,164219.00,109.48,151.62,-164219.00,0
85,,04337/25-26,Demo-JB-UP-HS-3421-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2002,0,0,0,Yes,True,132132.00,,Suman Debnath,01/07/26,0,1,5,Yes,Yes,5,5,,2002,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,55,0,0,0,0.00,0.00,0.00,,45.80,0,0
55,,04371/25-26,Demo-Demo-UP-HS-3455-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,270000.00,,Suman Debnath,01/06/26,1,1,9,Yes,Yes,9,9,,1500,0,0,0,1,,,,,,,0.222,465.88,,,97675,,,,1500.00,1512.00,26/03/2026,31/03/2026,1512.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,5,1512.00,0.00,31/03/2026,-,-,LAXMI MACHINE MANORANJAN,1512,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,37,55,5,13,-8,98140.88,1512.00,99652.88,65.91,144.69,-99652.88,0
116,,04376/25-26,Demo-JB-UP-HS-3460-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1508,1508,0,0,Yes,True,203580.00,,Arpita Hazra,01/08/26,1,1,9,Yes,Yes,9,9,,1508,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,55,0,0,0,0.00,0.00,0.00,,108.35,0,0
24,,04406/25-26,Demo-Demo-UP-SL-3490-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,187500.00,,Arpita Hazra,01/05/26,1,1,22,Yes,Yes,22,22,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,55,0,0,0,0.00,0.00,0.00,,91.54,0,0
147,,04331/25-26,Demo-JB-UP-HS-3415-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1508,1508,0,0,Yes,True,173420.00,,Suman Debnath,01/09/26,1,1,23,Yes,Yes,23,23,,1508,0,0,0,,,,,1,,,,5116.5,,,65520,2324.7,,,1508.00,0.00,03/04/2026,-,-,GOTEX  APPARDemoS  PVT.  LTD.,1508,5,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,60,49,0,5,-5,72961.20,0.00,72961.20,48.38,86.70,-72961.20,0
55,,04382/25-26,Demo-Demo-UP-HS-3466-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,0,0,0,Yes,True,180000.00,,Arpita Hazra,01/06/26,0,1,28,Yes,Yes,28,28,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,49,0,0,0,0.00,0.00,0.00,,91.45,0,0
85,,04360/25-26,Demo-JB-UP-HS-3444-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2002,2002,0,0,Yes,True,220220.00,,Suman Debnath,01/07/26,1,1,5,Yes,Yes,5,5,,2002,0,0,0,,,,162.45,,,,0.081,,,,70648.5,,,,2002.00,2002.00,04/04/2026,07/04/2026,2002.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,2002.00,0.00,07/04/2026,-,-,LAXMI MACHINE MANORANJAN,2002,1,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,48,55,3,4,-1,70648.50,2002.00,72650.50,36.29,58.80,-72650.50,0
116,,04392/25-26,Demo-Demo-UP-HS-3476-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,0,0,0,Yes,True,195000.00,,Arpita Hazra,01/08/26,0,1,9,Yes,Yes,9,9,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,55,0,0,0,0.00,0.00,0.00,,171.73,0,0
147,,04394/25-26,Demo-Demo-UP-HS-3478-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,0,0,0,Yes,True,195000.00,,Arpita Hazra,01/09/26,0,1,9,Yes,Yes,9,9,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,55,0,0,0,0.00,0.00,0.00,,0.00,0,0
85,,04343/25-26,Demo-JB-UP-HS-3427-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2002,2002,0,0,Yes,True,174174.00,,Suman Debnath,01/07/26,1,1,5,Yes,Yes,5,5,,2002,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,55,0,0,0,0.00,0.00,0.00,,58.80,0,0
85,,04354/25-26,Demo-Demo-UP-HS-3438-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,169500.00,,Suman Debnath,01/07/26,1,1,5,Yes,Yes,5,5,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,55,0,0,0,0.00,0.00,0.00,,80.44,0,0
85,,04397/25-26,Demo-JB-UP-HS-3481-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1147,0,0,0,Yes,True,120435.00,,Arpita Hazra,01/07/26,0,1,22,Yes,Yes,22,22,,1147,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,55,0,0,0,0.00,0.00,0.00,,61.10,0,0
24,,04403/25-26,Demo-JB-UP-SL-3487-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2007,2007,0,0,Yes,True,200700.00,,Arpita Hazra,01/05/26,1,1,22,Yes,Yes,22,22,,2007,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,55,0,0,0,0.00,0.00,0.00,,70.45,0,0
55,,04379/25-26,Demo-Demo-UP-HS-3463-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,270000.00,,Arpita Hazra,01/06/26,1,1,9,Yes,Yes,9,9,,1500,0,0,0,,,,340,,,,,,,,140238.56,,,,1500.00,0.00,03/04/2026,-,-,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",1500,5,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,37,55,0,5,-5,140238.56,0.00,140238.56,93.49,144.69,-140238.56,0
55,,04334/25-26,Demo-Demo-UP-HS-3418-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1003,0,0,0,Yes,True,135405.00,,Suman Debnath,01/06/26,0,1,33,No,Yes,33,0,,1003,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,55,0,0,0,0.00,0.00,0.00,,110.24,0,0
55,,04357/25-26,Demo-Demo-UP-HS-3441-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1003,1003,0,0,Yes,True,113339.00,,Suman Debnath,01/06/26,1,1,5,Yes,Yes,5,5,,1003,0,0,0,1,,,,,,,0.136,325.8,,,60911,,,,1003.00,1020.00,28/03/2026,31/03/2026,1020.00,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",0,3,1020.00,0.00,31/03/2026,-,-,LAXMI MACHINE MANORANJAN,1020,8,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,33,55,3,11,-8,61236.80,1020.00,62256.80,61.04,80.44,-62256.80,0
55,,04363/25-26,Demo-Demo-UP-HS-3447-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,174000.00,,Suman Debnath,01/06/26,1,1,22,Yes,Yes,22,22,,1500,0,0,0,,,,208,,,,,,,,101090,,,,1500.00,0.00,04/04/2026,-,-,"KNITS CUTTING (BLOCK- 4, 1ST FLOOR)",1500,4,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,55,55,0,4,-4,101090.00,0.00,101090.00,67.39,92.96,-101090.00,0
85,,04329/25-26,Demo-JB-UP-HS-3413-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1276,1508,0,0,Yes,True,146740.00,,Suman Debnath,01/07/26,1,1,23,Yes,Yes,23,23,,1276,0,0,0,1,,,,,,,,5461,,,74214,2120,,,1508.00,0.00,27/03/2026,-,-,GOTEX  APPARDemoS  PVT.  LTD.,1508,12,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,60,49,0,12,-12,81795.00,0.00,81795.00,54.24,86.70,-81795.00,0
55,,04326/25-26,Demo-Demo-UP-HS-3410-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,202500.00,,Suman Debnath,01/06/26,1,1,23,Yes,Yes,23,23,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,55,0,0,0,0.00,0.00,0.00,,110.24,0,0
85,,04335/25-26,Demo-JB-UP-HS-3419-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1508,0,0,0,Yes,True,173420.00,,Suman Debnath,01/07/26,0,1,33,No,Yes,33,0,,1508,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,55,0,0,0,0.00,0.00,0.00,,86.70,0,0
85,,04338/25-26,Demo-Demo-UP-HS-3422-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1003,0,0,0,Yes,True,88264.00,,Suman Debnath,01/07/26,0,1,5,Yes,Yes,5,5,,1003,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,55,0,0,0,0.00,0.00,0.00,,62.42,0,0
147,,04332/25-26,Demo-Demo-UP-HS-3416-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,202500.00,,Suman Debnath,01/09/26,1,1,23,Yes,Yes,23,23,,1500,0,0,0,,,,,2,,,,4709,,,67494,2855.4,,,1500.00,0.00,03/04/2026,-,-,GOTEX  APPARDemoS  PVT.  LTD.,1500,5,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0,60,49,0,5,-5,75058.40,0.00,75058.40,50.04,110.24,-75058.40,0
85,,04349/25-26,Demo-JB-UP-HS-3433-0126,Knits - Kids,C2 ltd,22/01/26,1.00,2509,0,0,0,Yes,True,218283.00,,Suman Debnath,01/07/26,0,1,5,Yes,Yes,5,5,,2509,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,55,0,0,0,0.00,0.00,0.00,,58.80,0,0
55,,04369/25-26,Demo-Demo-UP-HS-3453-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,270000.00,,Suman Debnath,01/06/26,1,1,9,Yes,Yes,9,9,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,55,0,0,0,0.00,0.00,0.00,,144.69,0,0
116,,04377/25-26,Demo-Demo-UP-HS-3461-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1500,1500,0,0,Yes,True,270000.00,,Arpita Hazra,01/08/26,1,1,9,Yes,Yes,9,9,,1500,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,55,0,0,0,0.00,0.00,0.00,,144.69,0,0
116,,04366/25-26,Demo-JB-UP-HS-3450-0126,Knits - Kids,C2 ltd,22/01/26,1.00,1508,0,0,0,Yes,True,173420.00,,Suman Debnath,01/08/26,0,1,5,Yes,Yes,5,5,,1508,0,0,0,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,55,0,0,0,0.00,0.00,0.00,,87.45,0,0
